Дата,АЕС,ТЕЦ,"Генерація з ВДЕ",ТЕС,ГЕС,ГАЕС(генерація),Споживання,ГАЕС(закачка),"Україна - Білорусь,РФ","Україна - ЄС","Україна - Молдова"
"01.01.2016 01:00:00",10647,1442,22,5998,209,0,17686,0,-69,-342,8
"01.01.2016 02:00:00",10579,1440,22,5542,53,0,16910,0,-197,-295,-16
"01.01.2016 03:00:00",10584,1444,14,5159,53,0,16287,-408,-87,-281,14
"01.01.2016 04:00:00",10461,1441,11,5116,53,0,15951,-408,-274,-294,48
"01.01.2016 05:00:00",10483,1419,16,5048,53,0,15803,-756,-34,-304,62
"01.01.2016 06:00:00",10494,1433,20,5130,391,0,15819,-1156,-42,-311,68
"01.01.2016 07:00:00",10509,1428,26,5256,173,0,15733,-1152,-69,-277,51
"01.01.2016 08:00:00",10497,1430,35,5137,191,0,15593,-1148,-68,-301,48
"01.01.2016 09:00:00",10459,1432,53,5074,544,0,16377,-533,-118,-283,-4
"01.01.2016 10:00:00",10474,1442,61,5136,523,0,16817,-130,-86,-295,-45
"01.01.2016 11:00:00",10531,1437,139,5214,500,0,17259,0,-5,-279,-18
"01.01.2016 12:00:00",10465,1439,156,5336,576,0,17318,0,-74,-293,-24
"01.01.2016 13:00:00",10489,1432,144,5622,294,0,17436,0,10,-282,-15
"01.01.2016 14:00:00",10473,1435,100,5595,295,0,17381,0,49,-297,-33
"01.01.2016 15:00:00",10487,1437,105,5987,136,0,17548,0,-46,-299,-37
"01.01.2016 16:00:00",10445,1384,64,6237,502,0,18036,0,35,-300,-60
"01.01.2016 17:00:00",10466,1372,57,6457,727,704,19192,0,-2,-284,-31
"01.01.2016 18:00:00",10481,1371,75,6207,804,1028,19345,0,-25,-290,-8
"01.01.2016 19:00:00",10504,1379,74,6223,951,799,19172,0,-118,-295,-49
"01.01.2016 20:00:00",10496,1380,82,5970,996,781,18957,0,-97,-295,-66
"01.01.2016 21:00:00",10483,1361,95,5955,923,648,18819,0,-27,-318,-17
"01.01.2016 22:00:00",10506,1358,115,5891,671,648,18604,0,-7,-313,-8
"01.01.2016 23:00:00",10475,1362,141,5831,642,0,17761,0,-72,-336,-42
"02.01.2016 00:00:00",10488,1334,149,5475,304,0,17128,0,-14,-360,-16
"02.01.2016 01:00:00",10515,1341,149,5706,54,0,16374,-565,-214,-374,-20
"02.01.2016 02:00:00",10512,1329,154,5499,55,0,15985,-933,-54,-386,23
"02.01.2016 03:00:00",10521,1358,167,5425,100,0,15787,-1156,-55,-394,21
"02.01.2016 04:00:00",10492,1352,186,5435,54,0,15831,-1152,71,-414,32
"02.01.2016 05:00:00",10466,1330,214,5598,55,0,15809,-1144,-92,-422,30
"02.01.2016 06:00:00",10455,1335,210,5821,235,0,16212,-1145,-16,-455,9
"02.01.2016 07:00:00",10453,1346,204,5682,79,0,16654,-388,2,-456,-17
"02.01.2016 08:00:00",10477,1354,160,5776,173,0,17098,0,-24,-451,-87
"02.01.2016 09:00:00",10468,1356,154,6604,634,0,18398,0,-34,-462,-29
"02.01.2016 10:00:00",10489,1353,170,7190,1066,0,19373,0,-58,-462,-76
"02.01.2016 11:00:00",10526,1356,239,7620,963,0,19802,0,-102,-490,-15
"02.01.2016 12:00:00",10491,1367,251,7687,665,0,19722,0,55,-493,-10
"02.01.2016 13:00:00",10496,1375,264,7737,564,0,19582,0,-89,-474,-4
"02.01.2016 14:00:00",10565,1376,242,7794,235,0,19437,0,-13,-471,-6
"02.01.2016 15:00:00",10677,1368,175,7782,236,0,19437,0,-31,-474,-8
"02.01.2016 16:00:00",10652,1375,130,7988,233,475,19954,0,-88,-484,-27
"02.01.2016 17:00:00",10630,1379,177,8041,870,704,20937,0,-38,-466,-44
"02.01.2016 18:00:00",10738,1377,207,8066,1051,696,21206,0,-99,-482,-34
"02.01.2016 19:00:00",10753,1375,208,7645,955,772,20820,0,-94,-470,-13
"02.01.2016 20:00:00",10823,1376,180,7630,749,648,20565,0,-86,-472,24
"02.01.2016 21:00:00",10855,1378,199,7336,571,648,20310,0,87,-477,11
"02.01.2016 22:00:00",10864,1383,172,6859,638,644,19782,0,-4,-486,-17
"02.01.2016 23:00:00",10834,1398,134,6319,386,644,18938,0,-40,-456,-30
"03.01.2016 00:00:00",10813,1398,126,5859,596,0,18061,0,-64,-426,-3
"03.01.2016 01:00:00",10843,1394,110,5843,370,0,17277,-631,18,-438,-9
"03.01.2016 02:00:00",10873,1395,109,5935,154,0,16742,-1069,11,-475,22
"03.01.2016 03:00:00",10879,1394,107,5756,72,0,16425,-1156,33,-480,40
"03.01.2016 04:00:00",10907,1400,96,5744,52,0,16365,-1160,-9,-477,31
"03.01.2016 05:00:00",10912,1401,91,5701,76,0,16547,-925,-43,-463,23
"03.01.2016 06:00:00",10965,1418,103,5795,310,0,16919,-921,-48,-471,10
"03.01.2016 07:00:00",11076,1403,83,6179,78,0,17411,-530,-115,-473,-29
"03.01.2016 08:00:00",11073,1400,68,6301,177,0,17822,-396,-49,-455,-10
"03.01.2016 09:00:00",11111,1405,82,6714,539,0,19103,0,39,-439,-43
"03.01.2016 10:00:00",11117,1393,111,7442,752,0,19930,0,-104,-425,-50
"03.01.2016 11:00:00",11138,1406,175,7652,516,324,20417,0,-31,-431,-30
"03.01.2016 12:00:00",11119,1409,178,7596,452,320,20235,0,-64,-444,-31
"03.01.2016 13:00:00",11110,1416,167,7920,365,0,20048,0,-180,-431,-24
"03.01.2016 14:00:00",11110,1410,135,7860,242,0,19996,0,-13,-431,-20
"03.01.2016 15:00:00",11099,1391,90,8131,128,0,19994,0,-96,-434,-17
"03.01.2016 16:00:00",11113,1401,59,8264,587,0,20565,0,-77,-432,-40
"03.01.2016 17:00:00",11115,1399,12,8361,957,708,21715,0,8,-425,-100
"03.01.2016 18:00:00",11125,1392,21,8349,1249,718,21923,0,-75,-447,-80
"03.01.2016 19:00:00",11114,1406,18,8308,1222,489,21762,0,30,-453,-51
"03.01.2016 20:00:00",11097,1414,20,8129,706,799,21387,0,13,-452,-32
"03.01.2016 21:00:00",11090,1404,23,7524,1237,644,21189,0,-55,-336,-40
"03.01.2016 22:00:00",11132,1403,25,7296,810,648,20648,0,-21,-349,-12
"03.01.2016 23:00:00",11106,1405,25,7026,337,324,19549,0,-80,-314,-13
"04.01.2016 00:00:00",11104,1394,15,6513,381,0,18767,0,-44,-320,-19
"04.01.2016 01:00:00",11114,1405,13,5780,340,0,18044,-36,38,-347,-22
"04.01.2016 02:00:00",11098,1392,23,6101,452,0,17444,-1164,138,-367,9
"04.01.2016 03:00:00",11116,1397,25,6422,140,0,17318,-1156,-62,-344,17
"04.01.2016 04:00:00",11119,1389,24,6480,54,0,17262,-1148,-74,-356,14
"04.01.2016 05:00:00",11116,1390,32,6621,52,0,17545,-1144,79,-357,7
"04.01.2016 06:00:00",11133,1396,33,6924,52,0,18304,-404,-167,-356,-28
"04.01.2016 07:00:00",11290,1394,44,7066,336,0,19357,0,-78,-346,-39
"04.01.2016 08:00:00",11358,1398,49,7663,649,308,20505,0,-198,-331,-66
"04.01.2016 09:00:00",11394,1376,59,8238,1415,324,22136,0,24,-336,-5
"04.01.2016 10:00:00",11394,1390,72,8634,1568,644,23070,0,12,-313,-10
"04.01.2016 11:00:00",11497,1366,84,9398,950,644,23358,0,42,-308,6
"04.01.2016 12:00:00",11530,1363,159,9658,769,0,22848,0,-10,-317,5
"04.01.2016 13:00:00",11578,1375,126,9813,400,0,22643,0,-33,-308,-2
"04.01.2016 14:00:00",11584,1377,105,9707,249,0,22453,0,58,-317,-7
"04.01.2016 15:00:00",11600,1379,98,9699,459,0,22555,0,-60,-320,-12
"04.01.2016 16:00:00",11609,1397,140,9802,784,0,23097,0,34,-342,-26
"04.01.2016 17:00:00",11608,1399,150,9917,915,722,23847,0,-166,-331,-36
"04.01.2016 18:00:00",11650,1405,120,10132,821,692,23832,0,-218,-353,-52
"04.01.2016 19:00:00",11716,1416,152,9812,590,813,23499,0,-265,-352,-23
"04.01.2016 20:00:00",11698,1406,142,9775,358,475,22993,0,-158,-365,5
"04.01.2016 21:00:00",11738,1414,116,9382,449,0,22386,0,-10,-377,11
"04.01.2016 22:00:00",11699,1408,143,9046,164,0,21697,0,-109,-351,8
"04.01.2016 23:00:00",11746,1420,148,7743,68,0,20529,-54,103,-352,-9
"05.01.2016 00:00:00",11805,1396,177,6683,340,0,19394,-537,176,-360,-15
"05.01.2016 01:00:00",11809,1398,142,6553,50,0,18383,-537,-411,-367,7
"05.01.2016 02:00:00",11844,1426,105,6286,50,0,17918,-1156,-7,-386,17
"05.01.2016 03:00:00",11919,1407,85,5961,50,0,17615,-1153,-11,-385,2
"05.01.2016 04:00:00",11931,1401,68,5943,50,0,17554,-1145,-65,-376,12
"05.01.2016 05:00:00",11921,1404,49,5986,50,0,17844,-1015,96,-380,8
"05.01.2016 06:00:00",11938,1401,63,6145,70,0,18538,-400,-69,-341,26
"05.01.2016 07:00:00",11972,1413,139,6593,69,0,19606,0,68,-328,3
"05.01.2016 08:00:00",12006,1409,140,7199,482,0,20474,0,-53,-347,-8
"05.01.2016 09:00:00",11996,1408,138,7976,700,324,21868,0,23,-333,-17
"05.01.2016 10:00:00",12039,1404,238,8671,641,324,22570,0,-38,-353,-13
"05.01.2016 11:00:00",12033,1390,133,8826,993,324,22870,0,-62,-385,-22
"05.01.2016 12:00:00",12064,1396,181,9163,528,324,22717,0,-166,-391,-22
"05.01.2016 13:00:00",12019,1389,162,9313,628,0,22734,0,-16,-384,-25
"05.01.2016 14:00:00",12014,1394,146,9546,326,0,22658,0,-36,-364,-18
"05.01.2016 15:00:00",12036,1396,136,9659,337,0,22865,0,-14,-335,-13
"05.01.2016 16:00:00",12028,1392,149,9733,563,0,23184,0,55,-361,-29
"05.01.2016 17:00:00",11999,1383,96,9830,1044,193,23753,0,-4,-374,-44
"05.01.2016 18:00:00",11976,1412,105,9599,946,702,23898,0,-27,-384,-60
"05.01.2016 19:00:00",11955,1404,87,9013,661,1022,23430,0,68,-371,-42
"05.01.2016 20:00:00",11971,1419,67,8341,864,779,22819,0,120,-383,-3
"05.01.2016 21:00:00",11971,1415,51,8454,599,643,22446,0,-13,-382,41
"05.01.2016 22:00:00",11987,1413,35,8914,216,0,21773,0,-68,-381,-32
"05.01.2016 23:00:00",11991,1414,25,8018,56,0,20534,0,-276,-375,-27
"06.01.2016 00:00:00",11967,1416,15,6718,376,0,19254,-537,-20,-372,-36
"06.01.2016 01:00:00",11956,1410,11,5783,287,0,18196,-535,-38,-381,-43
"06.01.2016 02:00:00",11965,1408,0,5819,141,0,17467,-1169,-20,-390,-26
"06.01.2016 03:00:00",11967,1405,11,5796,47,0,17421,-1157,1,-366,-17
"06.01.2016 04:00:00",11975,1394,-1,5698,67,0,17255,-1153,-101,-352,-10
"06.01.2016 05:00:00",11959,1386,-1,5778,117,0,17469,-1147,10,-350,-11
"06.01.2016 06:00:00",11977,1383,-1,5880,78,0,18557,-395,-34,-347,314
"06.01.2016 07:00:00",11958,1374,0,6031,449,0,19304,0,62,-331,58
"06.01.2016 08:00:00",11980,1369,0,7111,449,0,20203,0,-111,-344,67
"06.01.2016 09:00:00",11971,1370,5,7618,956,320,21781,0,76,-355,142
"06.01.2016 10:00:00",11957,1393,14,8032,963,644,22291,0,-28,-374,12
"06.01.2016 11:00:00",11999,1385,20,8392,872,642,22582,0,5,-378,-38
"06.01.2016 12:00:00",11961,1395,19,8318,721,320,22183,0,197,-381,-55
"06.01.2016 13:00:00",11995,1390,19,8722,771,0,22223,0,0,-381,15
"06.01.2016 14:00:00",12014,1394,25,9017,246,0,21945,0,-79,-380,12
"06.01.2016 15:00:00",12002,1393,11,8846,302,0,21962,0,77,-381,14
"06.01.2016 16:00:00",11997,1363,7,8601,1032,0,22305,0,9,-392,-1
"06.01.2016 17:00:00",11980,1370,15,8630,842,793,22833,0,-61,-366,-51
"06.01.2016 18:00:00",11973,1400,13,8284,928,702,22532,0,-1,-378,-69
"06.01.2016 19:00:00",11990,1395,14,8119,365,373,21561,0,72,-373,-84
"06.01.2016 20:00:00",11990,1393,21,7698,513,151,21037,0,-42,-381,0
"06.01.2016 21:00:00",11990,1399,27,7757,173,0,20647,0,66,-472,-6
"06.01.2016 22:00:00",11968,1395,43,7728,68,0,20201,0,-99,-479,-152
"06.01.2016 23:00:00",12003,1396,68,6271,404,0,19617,0,176,-460,9
"07.01.2016 00:00:00",11879,1393,103,5515,495,0,18653,0,-34,-459,-2
"07.01.2016 01:00:00",11457,1352,146,5322,189,0,17777,0,43,-470,-41
"07.01.2016 02:00:00",11337,1366,173,5304,49,0,17320,-249,52,-488,-4
"07.01.2016 03:00:00",11336,1370,203,5772,49,0,16932,-1119,152,-483,-132
"07.01.2016 04:00:00",11397,1377,206,5748,49,0,16847,-1159,64,-486,-130
"07.01.2016 05:00:00",11377,1377,191,5733,149,0,16866,-1151,48,-493,-137
"07.01.2016 06:00:00",11365,1365,204,5799,227,0,17207,-931,49,-483,-151
"07.01.2016 07:00:00",11367,1375,227,6003,105,0,17418,-939,46,-487,-28
"07.01.2016 08:00:00",11379,1372,217,5755,57,0,17558,-530,62,-512,30
"07.01.2016 09:00:00",11363,1379,234,5979,256,0,18416,0,59,-499,-72
"07.01.2016 10:00:00",11344,1375,236,6258,654,0,19165,0,173,-507,-79
"07.01.2016 11:00:00",11370,1383,234,6695,685,0,19572,0,31,-486,-56
"07.01.2016 12:00:00",11369,1382,245,6599,134,321,19447,0,197,-489,-34
"07.01.2016 13:00:00",11356,1384,242,6555,275,0,19149,0,48,-489,54
"07.01.2016 14:00:00",11340,1386,239,6795,173,0,18939,0,-237,-492,4
"07.01.2016 15:00:00",11403,1385,233,6618,58,0,18803,0,-123,-482,0
"07.01.2016 16:00:00",11348,1384,219,6631,207,320,19345,0,-30,-495,61
"07.01.2016 17:00:00",11364,1375,219,6683,678,472,19969,0,-9,-485,-13
"07.01.2016 18:00:00",11352,1381,227,5859,1035,1022,20318,0,115,-481,128
"07.01.2016 19:00:00",11363,1390,223,5825,729,1022,19930,0,20,-480,128
"07.01.2016 20:00:00",11358,1392,207,5699,866,793,19641,0,-24,-482,111
"07.01.2016 21:00:00",11359,1393,204,5695,1168,319,19548,0,69,-490,121
"07.01.2016 22:00:00",11348,1376,204,5637,840,319,19026,0,-29,-481,98
"07.01.2016 23:00:00",11376,1381,203,5576,445,0,18283,0,-2,-481,35
"08.01.2016 00:00:00",11347,1370,207,5397,57,0,17551,0,-103,-496,-12
"08.01.2016 01:00:00",11370,1376,205,5276,253,0,16710,-943,31,-480,-163
"08.01.2016 02:00:00",11374,1387,208,5398,49,0,16086,-1164,-313,-485,-140
"08.01.2016 03:00:00",11320,1374,209,4979,50,0,15682,-1162,-250,-492,-128
"08.01.2016 04:00:00",11251,1370,212,4834,50,0,15756,-1152,46,-494,-124
"08.01.2016 05:00:00",11127,1378,197,4856,146,0,15725,-1149,26,-493,-126
"08.01.2016 06:00:00",11141,1371,157,4884,318,0,16255,-793,-72,-486,-6
"08.01.2016 07:00:00",11141,1375,84,5033,370,0,16827,-405,-9,-476,-9
"08.01.2016 08:00:00",11171,1382,167,5287,59,0,17174,0,-171,-474,33
"08.01.2016 09:00:00",11144,1371,182,5816,500,0,18335,0,67,-488,53
"08.01.2016 10:00:00",11123,1379,100,5979,1285,0,19098,0,-21,-516,61
"08.01.2016 11:00:00",11128,1377,107,6204,1295,322,19745,0,-2,-507,106
"08.01.2016 12:00:00",11150,1371,122,6636,907,319,19741,0,17,-504,27
"08.01.2016 13:00:00",11144,1374,139,6793,466,322,19522,0,46,-497,14
"08.01.2016 14:00:00",11142,1374,109,6765,454,321,19406,0,26,-494,8
"08.01.2016 15:00:00",11134,1371,150,7014,185,321,19318,0,-66,-499,-11
"08.01.2016 16:00:00",11148,1378,93,6974,708,320,19861,0,63,-499,-19
"08.01.2016 17:00:00",11152,1372,141,7281,671,699,20418,0,-72,-492,-5
"08.01.2016 18:00:00",11165,1374,162,7591,703,696,20723,0,-158,-493,-30
"08.01.2016 19:00:00",11137,1374,196,7086,528,793,20385,0,58,-490,-15
"08.01.2016 20:00:00",11174,1384,157,7092,494,473,19960,0,-23,-489,1
"08.01.2016 21:00:00",11191,1378,170,6770,633,322,19687,0,13,-478,-25
"08.01.2016 22:00:00",11160,1384,205,6699,121,323,19217,0,100,-482,-20
"08.01.2016 23:00:00",11160,1378,214,6103,59,0,18258,0,55,-510,27
"09.01.2016 00:00:00",11164,1378,197,5460,118,0,17617,0,29,-503,-11
"09.01.2016 01:00:00",11156,1374,213,5196,330,0,16789,-811,50,-497,-27
"09.01.2016 02:00:00",11173,1380,219,5136,114,0,16185,-1168,24,-495,-8
"09.01.2016 03:00:00",11160,1382,216,4903,50,0,15817,-1161,-51,-487,-3
"09.01.2016 04:00:00",11173,1373,212,4890,50,0,15676,-1158,-193,-487,11
"09.01.2016 05:00:00",11168,1378,221,4937,50,0,15920,-1156,7,-487,4
"09.01.2016 06:00:00",11175,1375,221,4980,50,0,16202,-927,10,-460,-3
"09.01.2016 07:00:00",11184,1378,224,5063,50,0,16437,-796,16,-452,1
"09.01.2016 08:00:00",11165,1374,186,5124,163,0,16883,-406,-13,-434,-19
"09.01.2016 09:00:00",11169,1378,248,5668,322,0,18015,0,-46,-446,-19
"09.01.2016 10:00:00",11174,1378,267,5925,701,321,19051,0,-36,-465,25
"09.01.2016 11:00:00",11153,1375,343,6050,931,322,19515,0,45,-493,26
"09.01.2016 12:00:00",11184,1378,313,6069,792,322,19403,0,21,-490,41
"09.01.2016 13:00:00",11133,1374,309,6465,338,320,19310,0,-4,-465,62
"09.01.2016 14:00:00",11128,1374,269,6542,130,320,18982,0,-121,-478,39
"09.01.2016 15:00:00",11117,1365,194,6560,129,320,18929,0,-71,-475,13
"09.01.2016 16:00:00",11154,1364,196,6602,370,320,19384,0,77,-469,0
"09.01.2016 17:00:00",11117,1365,184,6647,955,701,20218,0,52,-482,-77
"09.01.2016 18:00:00",11157,1374,135,6717,905,1022,20493,0,-80,-480,-12
"09.01.2016 19:00:00",11146,1368,71,6703,1096,473,20117,0,-36,-477,13
"09.01.2016 20:00:00",11156,1370,68,6668,906,323,19721,0,-80,-488,33
"09.01.2016 21:00:00",11144,1371,97,6656,592,323,19436,0,-10,-489,-23
"09.01.2016 22:00:00",11145,1373,140,6625,474,0,19118,0,36,-488,24
"09.01.2016 23:00:00",11144,1371,75,6266,56,0,18144,0,-61,-495,-24
"10.01.2016 00:00:00",11141,1376,84,5259,178,0,17421,0,44,-474,-6
"10.01.2016 01:00:00",11157,1366,61,4990,128,0,16523,-623,91,-473,-9
"10.01.2016 02:00:00",11119,1366,30,4966,138,0,15919,-1169,126,-480,9
"10.01.2016 03:00:00",11177,1370,26,4711,170,0,15743,-1160,74,-476,29
"10.01.2016 04:00:00",11169,1363,27,4700,48,0,15514,-1157,-10,-478,33
"10.01.2016 05:00:00",11140,1362,17,4712,48,0,15612,-934,-103,-480,35
"10.01.2016 06:00:00",11186,1365,10,4773,164,0,15952,-929,48,-464,1
"10.01.2016 07:00:00",11171,1367,7,4887,50,0,16375,-521,94,-485,15
"10.01.2016 08:00:00",11171,1368,10,4942,58,0,16496,-395,23,-483,52
"10.01.2016 09:00:00",11141,1376,23,5776,82,0,17568,0,-68,-476,-28
"10.01.2016 10:00:00",11148,1370,30,6082,455,0,18388,0,46,-469,-19
"10.01.2016 11:00:00",11159,1372,43,6409,477,322,19062,0,10,-472,-6
"10.01.2016 12:00:00",11167,1358,50,6742,272,323,19013,0,-152,-475,-14
"10.01.2016 13:00:00",11137,1364,53,6854,270,0,18899,0,-51,-468,-6
"10.01.2016 14:00:00",11148,1388,50,6941,271,0,18930,0,-135,-467,-9
"10.01.2016 15:00:00",11144,1359,50,6974,181,0,18975,0,11,-463,-10
"10.01.2016 16:00:00",11153,1391,67,7012,325,320,19531,0,-19,-472,28
"10.01.2016 17:00:00",11154,1379,92,7062,674,794,20351,0,-39,-484,11
"10.01.2016 18:00:00",11133,1391,128,6947,713,1022,20641,0,77,-486,10
"10.01.2016 19:00:00",11155,1397,180,6433,1011,1019,20384,0,-44,-476,-3
"10.01.2016 20:00:00",11157,1401,214,6398,981,795,20008,0,-174,-475,-5
"10.01.2016 21:00:00",11131,1388,216,6330,1154,321,19775,0,-14,-473,-8
"10.01.2016 22:00:00",11144,1397,220,6285,976,0,19246,0,-51,-472,-4
"10.01.2016 23:00:00",11151,1392,220,5923,286,0,18174,0,-60,-485,-29
"11.01.2016 00:00:00",11171,1387,213,5598,68,0,17349,0,-400,-489,4
"11.01.2016 01:00:00",11188,1383,205,4846,68,0,16551,-550,79,-482,9
"11.01.2016 02:00:00",11203,1373,210,4797,312,0,16077,-1159,-27,-472,31
"11.01.2016 03:00:00",11186,1374,207,4627,132,0,15752,-1157,29,-472,14
"11.01.2016 04:00:00",11175,1371,202,4658,68,0,15705,-1152,92,-495,-19
"11.01.2016 05:00:00",11186,1373,201,4753,199,0,15842,-1148,-14,-492,1
"11.01.2016 06:00:00",11151,1370,158,4941,211,0,16681,-405,-39,-482,11
"11.01.2016 07:00:00",11158,1375,73,5685,747,0,18122,0,-132,-471,-54
"11.01.2016 08:00:00",11141,1355,58,6690,479,0,18903,0,-93,-455,4
"11.01.2016 09:00:00",11146,1353,77,7241,971,0,20084,0,22,-459,17
"11.01.2016 10:00:00",11144,1375,134,7573,1023,320,20681,0,-155,-485,54
"11.01.2016 11:00:00",11163,1380,174,7897,1067,319,21158,0,-101,-483,49
"11.01.2016 12:00:00",11148,1376,169,8200,607,320,20983,0,-77,-484,18
"11.01.2016 13:00:00",11142,1370,196,7957,616,320,20919,0,25,-457,44
"11.01.2016 14:00:00",11141,1398,155,8053,512,321,20894,0,49,-457,19
"11.01.2016 15:00:00",11153,1390,93,8479,467,0,20846,0,18,-469,7
"11.01.2016 16:00:00",11148,1371,59,8725,495,0,21121,0,85,-471,7
"11.01.2016 17:00:00",11138,1364,83,8710,715,601,21715,0,-117,-452,-16
"11.01.2016 18:00:00",11141,1357,46,8499,650,1025,21663,0,-248,-463,-30
"11.01.2016 19:00:00",11158,1357,28,8169,561,793,21195,0,-78,-469,-11
"11.01.2016 20:00:00",11129,1358,44,8208,267,793,20842,0,-220,-467,38
"11.01.2016 21:00:00",11149,1353,61,8209,143,321,20436,0,-47,-498,36
"11.01.2016 22:00:00",11163,1359,37,8058,89,0,19829,0,-106,-499,4
"11.01.2016 23:00:00",11155,1359,15,6401,158,0,18463,0,137,-496,-10
"12.01.2016 00:00:00",11142,1360,18,5819,284,0,17340,-548,22,-487,-32
"12.01.2016 01:00:00",11157,1353,28,5112,92,0,16442,-540,-114,-412,-4
"12.01.2016 02:00:00",11172,1359,33,4702,69,0,15935,-941,100,-325,-12
"12.01.2016 03:00:00",11157,1425,55,4670,69,0,15679,-1155,24,-323,-17
"12.01.2016 04:00:00",11166,1413,63,4648,69,0,15639,-1154,-6,-317,-13
"12.01.2016 05:00:00",11148,1413,143,4683,173,0,15904,-1145,77,-319,-29
"12.01.2016 06:00:00",11151,1408,164,4723,285,0,16635,-623,108,-306,-7
"12.01.2016 07:00:00",11168,1355,197,5642,173,0,17942,0,-14,-317,20
"12.01.2016 08:00:00",11150,1361,223,6306,552,0,18870,0,-101,-319,-6
"12.01.2016 09:00:00",11149,1359,241,6890,940,0,19925,0,-37,-315,-3
"12.01.2016 10:00:00",11126,1380,247,7209,713,321,20421,0,14,-312,11
"12.01.2016 11:00:00",11156,1381,256,7425,903,321,20779,0,-57,-324,10
"12.01.2016 12:00:00",11158,1380,251,7799,323,320,20654,0,-9,-311,25
"12.01.2016 13:00:00",11177,1379,256,8022,480,0,20694,0,-47,-307,12
"12.01.2016 14:00:00",11193,1381,272,8042,412,0,20716,0,2,-305,0
"12.01.2016 15:00:00",11191,1373,255,8042,341,0,20599,0,-8,-319,0
"12.01.2016 16:00:00",11168,1380,235,8255,380,0,20782,0,-43,-319,7
"12.01.2016 17:00:00",11154,1380,234,8288,428,470,21261,0,-79,-314,0
"12.01.2016 18:00:00",11168,1387,232,7438,1162,702,21356,0,-60,-319,-52
"12.01.2016 19:00:00",11169,1389,228,7272,536,1020,20844,0,-139,-319,-18
"12.01.2016 20:00:00",11169,1387,214,7253,690,458,20479,0,-111,-313,21
"12.01.2016 21:00:00",11165,1391,203,6838,659,323,19988,0,-61,-323,70
"12.01.2016 22:00:00",11158,1391,197,7090,246,0,19324,0,-224,-312,27
"12.01.2016 23:00:00",11173,1387,93,6253,75,0,18018,-23,-403,-330,21
"13.01.2016 00:00:00",11150,1386,168,5578,76,0,17212,-541,-76,-328,9
"13.01.2016 01:00:00",11164,1380,119,4744,69,0,16307,-544,-51,-406,33
"13.01.2016 02:00:00",11166,1373,75,4795,69,0,15674,-1156,41,-483,4
"13.01.2016 03:00:00",11157,1374,71,4620,69,0,15419,-1157,-56,-478,18
"13.01.2016 04:00:00",11159,1378,58,4599,70,0,15322,-1145,-146,-471,27
"13.01.2016 05:00:00",11181,1377,22,4842,68,0,15633,-1145,-3,-480,4
"13.01.2016 06:00:00",11148,1380,39,4882,69,0,16300,-400,-80,-464,-25
"13.01.2016 07:00:00",11171,1390,32,5879,69,0,17689,0,-46,-481,-45
"13.01.2016 08:00:00",11155,1390,43,6672,276,0,18557,0,-189,-479,-20
"13.01.2016 09:00:00",11165,1386,55,7276,594,0,19664,0,-40,-466,-20
"13.01.2016 10:00:00",11168,1393,64,7360,587,321,20156,0,-11,-469,24
"13.01.2016 11:00:00",11164,1357,141,7133,953,319,20333,0,-8,-479,41
"13.01.2016 12:00:00",11161,1358,179,7446,681,321,20136,0,-296,-480,50
"13.01.2016 13:00:00",11147,1359,177,7348,740,0,19992,0,-30,-475,8
"13.01.2016 14:00:00",11184,1375,145,7367,734,0,20058,0,-17,-470,12
"13.01.2016 15:00:00",11174,1395,66,7509,879,0,20303,0,-3,-468,28
"13.01.2016 16:00:00",11173,1373,13,7755,645,322,20543,0,-34,-469,47
"13.01.2016 17:00:00",11141,1370,6,7837,686,1025,21132,0,-145,-470,-16
"13.01.2016 18:00:00",11154,1380,2,7709,688,1023,21214,0,73,-470,-48
"13.01.2016 19:00:00",11157,1384,2,7609,421,1017,20748,0,-41,-482,-23
"13.01.2016 20:00:00",11158,1374,3,7547,247,778,20287,0,-66,-476,11
"13.01.2016 21:00:00",11155,1384,3,7457,468,0,19831,0,96,-467,15
"13.01.2016 22:00:00",11162,1379,12,6805,757,0,19276,0,-92,-472,-10
"13.01.2016 23:00:00",11200,1381,17,5951,397,0,18191,0,12,-476,-41
"14.01.2016 00:00:00",11207,1381,2,5465,460,0,17449,-537,233,-487,-44
"14.01.2016 01:00:00",11183,1375,1,4725,377,0,16417,-709,204,-477,-44
"14.01.2016 02:00:00",11180,1367,4,4920,67,0,15793,-752,-267,-475,-38
"14.01.2016 03:00:00",11131,1374,15,4886,67,0,15445,-1156,-144,-487,-24
"14.01.2016 04:00:00",11167,1375,2,4567,69,0,15476,-1154,177,-495,-20
"14.01.2016 05:00:00",11198,1378,5,4577,69,0,15718,-927,148,-485,-15
"14.01.2016 06:00:00",11133,1378,7,4634,173,0,16464,-392,236,-462,14
"14.01.2016 07:00:00",11158,1379,8,5310,738,0,17788,0,-15,-498,-17
"14.01.2016 08:00:00",11165,1378,10,6121,422,0,18196,0,-129,-489,4
"14.01.2016 09:00:00",11171,1381,39,6451,608,321,19198,0,-4,-484,7
"14.01.2016 10:00:00",11167,1384,53,6461,1013,321,19555,0,-90,-481,16
"14.01.2016 11:00:00",11176,1385,76,6568,1046,320,19836,0,-30,-476,62
"14.01.2016 12:00:00",11166,1363,145,6878,533,319,19578,0,-79,-476,14
