Дата,АЕС,ТЕЦ,"Генерація з ВДЕ",ТЕС,ГЕС,ГАЕС(генерація),Споживання,ГАЕС(закачка),"Україна - Білорусь,РФ","Україна - ЄС","Україна - Молдова"
"11.07.2016 02:00:00",7886,577,38,4882,65,0,12450,-494,-27,-406,32
"11.07.2016 03:00:00",7896,573,43,5027,175,0,12103,-1114,-113,-310,28
"11.07.2016 04:00:00",7926,577,33,4939,176,0,12209,-1106,19,-284,29
"11.07.2016 05:00:00",7911,580,27,4876,64,0,12040,-1099,12,-263,36
"11.07.2016 06:00:00",7901,572,29,4467,275,0,12472,-219,-219,-294,75
"11.07.2016 07:00:00",7915,569,36,5032,460,0,13582,0,-37,-274,8
"11.07.2016 08:00:00",7910,568,59,5903,271,0,14182,0,-149,-262,30
"11.07.2016 09:00:00",7861,537,111,6343,822,0,15203,0,-14,-273,-27
"11.07.2016 10:00:00",7867,542,158,6410,1374,0,15960,0,62,-323,38
"11.07.2016 11:00:00",7854,555,195,6751,737,323,15900,0,52,-425,19
"11.07.2016 12:00:00",7850,556,142,6983,939,477,16208,0,-44,-529,-2
"11.07.2016 13:00:00",7829,556,205,7382,582,476,16370,0,50,-551,-1
"11.07.2016 14:00:00",7772,550,181,7416,770,797,16552,0,-213,-555,-9
"11.07.2016 15:00:00",7798,558,177,7443,389,898,16463,0,-85,-564,2
"11.07.2016 16:00:00",7794,555,150,7430,628,437,16314,0,23,-553,10
"11.07.2016 17:00:00",7793,554,142,7492,587,321,16217,0,-6,-560,47
"11.07.2016 18:00:00",7775,553,86,7680,804,0,16170,0,-35,-553,13
"11.07.2016 19:00:00",7814,546,32,7783,408,115,16020,0,-3,-538,11
"11.07.2016 20:00:00",7774,544,10,7776,205,0,15456,0,-227,-506,33
"11.07.2016 21:00:00",7780,546,15,7683,421,0,15947,0,38,-387,12
"11.07.2016 22:00:00",7806,570,19,7736,810,321,16651,0,-48,-372,-30
"11.07.2016 23:00:00",7815,573,20,7653,75,0,15367,0,-223,-456,49
"12.07.2016 00:00:00",7801,579,23,7349,75,0,14320,-804,9,-589,5
"12.07.2016 01:00:00",7789,574,32,6711,72,0,13497,-945,-34,-579,-8
"12.07.2016 02:00:00",7796,576,37,6384,71,0,12991,-967,-214,-585,15
"12.07.2016 03:00:00",7811,569,23,6074,71,0,12610,-1154,-245,-456,27
"12.07.2016 04:00:00",7811,565,18,5796,71,0,12639,-1158,13,-386,30
"12.07.2016 05:00:00",7821,567,15,5751,71,0,12669,-1150,49,-375,40
"12.07.2016 06:00:00",7792,562,11,5357,167,0,12996,-394,-31,-364,16
"12.07.2016 07:00:00",7836,563,17,5623,340,0,13797,0,-48,-382,-10
"12.07.2016 08:00:00",7842,569,52,6463,74,0,14315,0,-168,-374,6
"12.07.2016 09:00:00",7857,559,104,6849,483,0,15416,0,62,-367,34
"12.07.2016 10:00:00",7830,566,150,7093,724,0,15865,0,43,-422,47
"12.07.2016 11:00:00",7835,566,194,7100,960,0,15972,0,-33,-528,39
"12.07.2016 12:00:00",7825,570,206,7089,877,462,16273,0,-9,-625,42
"12.07.2016 13:00:00",7820,570,223,7421,686,475,16444,0,55,-661,19
"12.07.2016 14:00:00",7798,569,239,7323,631,921,16603,0,-58,-655,0
"12.07.2016 15:00:00",7788,568,225,7417,521,879,16524,0,-48,-668,8
"12.07.2016 16:00:00",7805,573,201,7592,732,443,16497,0,-25,-687,17
"12.07.2016 17:00:00",7790,565,164,7580,539,443,16332,0,-12,-618,35
"12.07.2016 18:00:00",7781,566,102,7418,729,322,16299,0,6,-495,32
"12.07.2016 19:00:00",7776,571,47,7622,296,323,16098,0,17,-455,59
"12.07.2016 20:00:00",7777,567,20,7577,250,0,15630,-1,2,-456,58
"12.07.2016 21:00:00",7756,570,8,7644,471,0,15811,0,-72,-452,55
"12.07.2016 22:00:00",7760,566,2,7901,1054,0,16625,-1,-6,-474,-12
"12.07.2016 23:00:00",7805,569,0,7746,251,0,15551,-1,-185,-535,50
"13.07.2016 00:00:00",7799,570,0,7340,170,0,14468,-540,-35,-678,-18
"13.07.2016 01:00:00",7811,572,0,6589,135,0,13501,-947,12,-552,7
"13.07.2016 02:00:00",7815,581,0,6139,69,0,13003,-950,-82,-428,-15
"13.07.2016 03:00:00",7815,580,0,6036,69,0,12850,-1158,-31,-335,-6
"13.07.2016 04:00:00",7795,582,0,5887,69,0,12773,-1149,26,-290,-21
"13.07.2016 05:00:00",7815,580,0,5697,69,0,12720,-1143,94,-277,5
"13.07.2016 06:00:00",7810,577,5,5443,69,0,13272,-1,-201,-276,-26
"13.07.2016 07:00:00",7855,578,19,5647,481,0,14116,0,-17,-279,-22
"13.07.2016 08:00:00",7817,539,51,6577,465,0,14935,0,-58,-274,-20
"13.07.2016 09:00:00",7844,537,110,7053,547,323,15872,0,-41,-316,-9
"13.07.2016 10:00:00",7827,539,165,7577,571,323,16484,0,41,-345,-28
"13.07.2016 11:00:00",7824,547,198,7767,627,322,16673,0,-36,-383,-15
"13.07.2016 12:00:00",7778,549,221,7729,879,322,16871,0,-36,-378,-11
"13.07.2016 13:00:00",7773,546,227,7720,671,592,16898,0,-55,-379,-19
"13.07.2016 14:00:00",7761,545,223,7739,758,741,17056,0,-120,-381,-23
"13.07.2016 15:00:00",7786,545,210,7766,821,578,17183,0,52,-381,-14
"13.07.2016 16:00:00",7760,546,178,7961,859,437,17162,0,-13,-396,1
"13.07.2016 17:00:00",7799,545,133,8175,445,324,16919,0,48,-390,15
"13.07.2016 18:00:00",7732,546,78,8200,520,323,16819,0,-16,-397,9
"13.07.2016 19:00:00",7752,545,33,8156,312,325,16549,0,-62,-360,20
"13.07.2016 20:00:00",7743,540,12,8104,306,0,16105,0,-171,-296,39
"13.07.2016 21:00:00",7765,546,13,8116,369,0,16426,0,81,-304,21
"13.07.2016 22:00:00",7773,545,8,8196,1143,0,17181,0,34,-311,-30
"13.07.2016 23:00:00",7783,566,7,8189,82,0,15888,0,-247,-372,33
"14.07.2016 00:00:00",7783,567,14,7812,82,0,14663,-553,-458,-440,0
"14.07.2016 01:00:00",7803,571,24,6814,308,0,13889,-939,-45,-527,7
"14.07.2016 02:00:00",7788,571,31,6431,459,0,13353,-1172,-78,-530,-16
"14.07.2016 03:00:00",7803,570,50,6167,79,0,13004,-1155,-7,-372,-4
"14.07.2016 04:00:00",7793,571,75,5970,79,0,13012,-1147,98,-304,11
"14.07.2016 05:00:00",7793,573,93,5964,79,0,12973,-1141,43,-293,-8
"14.07.2016 06:00:00",7813,570,114,5540,195,0,13425,-388,-1,-274,-10
"14.07.2016 07:00:00",7814,568,72,5828,260,0,14259,0,101,-289,53
"14.07.2016 08:00:00",7854,580,76,6806,61,0,14946,0,36,-277,-28
"14.07.2016 09:00:00",7839,581,157,7284,499,324,16231,0,13,-279,-10
"14.07.2016 10:00:00",7814,575,240,7508,666,322,16717,0,58,-287,-3
"14.07.2016 11:00:00",7827,572,312,7709,767,319,16849,0,-120,-336,-21
"14.07.2016 12:00:00",7839,549,357,7771,822,458,17252,0,25,-390,4
"14.07.2016 13:00:00",7828,544,337,8083,454,588,17303,0,22,-373,-2
"14.07.2016 14:00:00",7813,544,353,8134,710,588,17534,0,-43,-377,-10
"14.07.2016 15:00:00",7800,542,329,8293,601,575,17495,0,-50,-392,-24
"14.07.2016 16:00:00",7805,545,293,8349,602,435,17419,0,-38,-386,-5
"14.07.2016 17:00:00",7758,540,264,8370,417,324,17240,0,105,-394,31
"14.07.2016 18:00:00",7733,531,182,8369,576,324,17099,0,-77,-375,14
"14.07.2016 19:00:00",7767,533,134,8283,354,324,16860,0,-38,-321,-1
"14.07.2016 20:00:00",7775,539,145,8206,179,0,16354,0,-59,-283,15
"14.07.2016 21:00:00",7759,554,82,8275,491,0,16719,0,-19,-263,15
"14.07.2016 22:00:00",7675,551,45,8315,865,323,17358,0,69,-281,-34
"14.07.2016 23:00:00",7640,552,27,8206,178,0,16087,0,41,-378,-21
"15.07.2016 00:00:00",7601,555,16,8096,405,0,15076,-946,57,-532,-26
"15.07.2016 01:00:00",7623,556,29,7250,192,0,14043,-944,89,-606,-17
"15.07.2016 02:00:00",7645,558,22,6896,424,0,13732,-1152,47,-528,-39
"15.07.2016 03:00:00",7630,570,47,6555,66,0,13246,-1148,54,-378,-22
"15.07.2016 04:00:00",7650,572,78,6437,64,0,13164,-1151,-68,-287,-6
"15.07.2016 05:00:00",7630,572,72,6219,66,0,13150,-1137,119,-259,-2
"15.07.2016 06:00:00",7692,570,77,5626,98,0,13538,-1,-136,-266,10
"15.07.2016 07:00:00",7661,573,89,6140,291,0,14249,0,-66,-264,-18
"15.07.2016 08:00:00",7664,571,101,6937,251,0,15038,0,-23,-282,-22
"15.07.2016 09:00:00",7664,571,185,7323,678,324,16259,0,-15,-274,-20
"15.07.2016 10:00:00",7672,572,237,7826,790,324,16820,0,-47,-327,-47
"15.07.2016 11:00:00",7658,562,242,8072,783,317,17012,0,-3,-449,12
"15.07.2016 12:00:00",7652,567,274,8227,818,472,17284,0,-22,-532,12
"15.07.2016 13:00:00",7657,562,259,8629,511,590,17534,0,41,-530,-1
"15.07.2016 14:00:00",7656,564,240,8604,781,799,17749,0,-160,-535,-15
"15.07.2016 15:00:00",7638,563,217,8631,570,763,17633,0,-36,-528,6
"15.07.2016 16:00:00",7593,561,182,8674,612,436,17333,0,-4,-554,22
"15.07.2016 17:00:00",7630,561,144,8686,658,432,17398,0,-7,-560,42
"15.07.2016 18:00:00",7634,568,117,8623,511,326,17149,0,-23,-447,29
"15.07.2016 19:00:00",7624,564,56,8549,296,325,16849,0,-2,-391,17
"15.07.2016 20:00:00",7652,562,28,8674,166,0,16341,0,-219,-340,5
"15.07.2016 21:00:00",7607,561,20,8613,65,0,16672,0,246,-281,32
"15.07.2016 22:00:00",7592,563,14,8644,725,323,17259,0,-43,-278,-94
"15.07.2016 23:00:00",7598,565,9,8520,149,0,16162,0,-164,-381,20
"16.07.2016 00:00:00",7640,569,5,8381,153,0,15133,-945,-1,-543,19
"16.07.2016 01:00:00",7644,561,5,7217,377,0,14202,-948,21,-542,1
"16.07.2016 02:00:00",7637,569,9,6978,61,0,13546,-1170,-27,-351,-26
"16.07.2016 03:00:00",7627,541,5,6574,61,0,13218,-1156,-51,-266,14
"16.07.2016 04:00:00",7652,540,3,6476,61,0,13094,-1154,-111,-271,28
"16.07.2016 05:00:00",7632,540,17,6251,60,0,12863,-1143,-154,-236,28
"16.07.2016 06:00:00",7622,546,31,5678,60,0,13158,-397,-54,-219,25
"16.07.2016 07:00:00",7636,551,34,5720,62,0,13567,0,-100,-213,23
"16.07.2016 08:00:00",7656,548,71,5938,62,0,13925,0,17,-206,0
"16.07.2016 09:00:00",7641,550,140,6831,307,0,15141,0,-10,-171,29
"16.07.2016 10:00:00",7645,549,215,7228,63,326,15632,0,9,-199,-13
"16.07.2016 11:00:00",7635,565,328,7379,63,325,15962,0,43,-193,8
"16.07.2016 12:00:00",7213,563,373,7907,668,326,16537,0,-113,-220,7
"16.07.2016 13:00:00",6638,564,329,8273,948,325,16687,0,1,-202,5
"16.07.2016 14:00:00",6636,564,269,8252,999,324,16704,0,52,-202,2
"16.07.2016 15:00:00",6631,565,240,8246,963,325,16548,0,-47,-192,10
"16.07.2016 16:00:00",6629,567,248,8278,970,325,16762,0,122,-206,18
"16.07.2016 17:00:00",6642,564,164,8260,1003,324,16683,0,102,-205,19
"16.07.2016 18:00:00",6637,563,96,8365,512,649,16449,0,-12,-181,16
"16.07.2016 19:00:00",6642,565,58,8475,769,325,16540,0,47,-170,21
"16.07.2016 20:00:00",6619,560,27,8459,326,325,15819,0,-179,-163,31
"16.07.2016 21:00:00",6608,558,15,8493,495,620,16349,0,-115,-145,20
"16.07.2016 22:00:00",6614,559,16,8528,834,850,17075,0,50,-139,-48
"16.07.2016 23:00:00",6649,560,7,8495,623,137,16077,0,-33,-177,-15
"17.07.2016 00:00:00",6649,558,2,8175,64,0,15019,0,-10,-203,-65
"17.07.2016 01:00:00",6631,560,3,7130,184,0,14161,0,24,-193,-37
"17.07.2016 02:00:00",6631,558,3,7183,432,0,13402,-947,-22,-245,-58
"17.07.2016 03:00:00",6646,559,9,7139,236,0,13239,-947,-8,-234,-30
"17.07.2016 04:00:00",6646,555,21,7200,184,0,13111,-1177,61,-235,-14
"17.07.2016 05:00:00",6651,560,39,7234,64,0,12882,-1173,-102,-251,-5
"17.07.2016 06:00:00",6641,559,28,7256,64,0,13088,-1150,88,-244,-11
"17.07.2016 07:00:00",6653,557,50,6981,692,0,13323,-1149,-61,-231,-21
"17.07.2016 08:00:00",6644,561,95,6670,65,0,13421,-1,-285,-160,-1
"17.07.2016 09:00:00",6622,564,154,6958,466,0,14491,0,14,-121,18
"17.07.2016 10:00:00",6638,566,241,7741,377,0,15259,0,-11,-119,16
"17.07.2016 11:00:00",6583,568,305,8050,431,0,15582,0,0,-160,-8
"17.07.2016 12:00:00",6618,567,327,8236,644,324,16314,0,-23,-223,34
"17.07.2016 13:00:00",6628,567,361,8215,779,323,16565,0,75,-207,10
"17.07.2016 14:00:00",6607,566,346,8211,840,323,16514,0,4,-218,22
"17.07.2016 15:00:00",6627,564,308,8233,750,324,16419,0,-10,-223,27
"17.07.2016 16:00:00",6572,555,257,8370,419,646,16495,0,10,-179,28
"17.07.2016 17:00:00",6585,557,175,8341,585,648,16497,0,-89,-135,14
"17.07.2016 18:00:00",6605,562,109,8458,606,325,16269,0,-88,-125,7
"17.07.2016 19:00:00",6585,563,52,8531,640,325,16333,0,-22,-157,9
"17.07.2016 20:00:00",6600,558,17,8549,387,151,15869,0,-48,-175,20
"17.07.2016 21:00:00",6611,556,13,8638,504,362,16344,0,41,-179,-9
"17.07.2016 22:00:00",6606,540,13,8652,860,551,16946,0,109,-168,-25
"17.07.2016 23:00:00",6588,542,11,8575,311,0,15744,0,76,-237,50
"18.07.2016 00:00:00",6593,546,18,7995,64,0,14780,0,36,-341,20
"18.07.2016 01:00:00",6633,542,21,7736,84,0,13936,-532,106,-456,-52
"18.07.2016 02:00:00",6623,543,24,7756,63,0,13484,-955,88,-501,-19
"18.07.2016 03:00:00",6623,555,17,7644,62,0,13172,-1161,7,-425,-14
"18.07.2016 04:00:00",6623,557,40,7330,294,0,13198,-1161,-1,-332,-14
"18.07.2016 05:00:00",6653,556,29,6897,326,0,12930,-1151,46,-293,8
"18.07.2016 06:00:00",6618,555,15,6578,62,0,13416,0,-18,-273,32
"18.07.2016 07:00:00",6623,559,50,7455,160,0,14327,0,-61,-276,-15
"18.07.2016 08:00:00",6635,556,78,8298,65,0,15042,0,-159,-261,19
"18.07.2016 09:00:00",6650,558,97,8683,457,323,16334,0,43,-261,-18
"18.07.2016 10:00:00",6640,550,123,8825,517,646,16852,0,81,-347,26
"18.07.2016 11:00:00",6654,552,171,8986,635,647,17153,0,138,-448,25
"18.07.2016 12:00:00",6649,553,208,9253,1170,322,17447,0,-16,-516,35
"18.07.2016 13:00:00",6629,552,170,9169,1166,548,17614,0,89,-519,19
"18.07.2016 14:00:00",6639,550,238,9160,914,843,17601,0,-37,-513,16
"18.07.2016 15:00:00",6641,554,235,9278,1025,460,17471,0,-20,-524,21
"18.07.2016 16:00:00",6644,557,319,9301,721,648,17559,0,55,-539,32
"18.07.2016 17:00:00",6649,557,149,9210,491,646,17117,0,-1,-443,40
"18.07.2016 18:00:00",6648,557,96,9155,684,325,16860,0,-30,-406,22
"18.07.2016 19:00:00",6653,557,88,8849,740,0,16468,0,85,-332,21
"18.07.2016 20:00:00",6639,558,83,8826,463,0,16086,0,-33,-274,17
"18.07.2016 21:00:00",6639,564,108,8889,691,0,16465,0,56,-280,-8
"18.07.2016 22:00:00",6660,559,116,9102,604,323,16804,0,-134,-287,51
"18.07.2016 23:00:00",6637,562,81,8702,123,0,15539,-24,-35,-358,17
"19.07.2016 00:00:00",6634,565,125,8524,193,0,14671,-815,157,-544,-9
"19.07.2016 01:00:00",6644,563,127,7863,455,0,13943,-945,-3,-587,-37
"19.07.2016 02:00:00",6659,564,130,7623,184,0,13537,-945,-10,-495,-34
"19.07.2016 03:00:00",6654,561,119,7487,64,0,13190,-1170,-35,-347,-10
"19.07.2016 04:00:00",6664,565,71,7266,64,0,13102,-1166,55,-289,9
"19.07.2016 05:00:00",6674,561,91,7163,63,0,12956,-1157,-27,-279,4
"19.07.2016 06:00:00",6679,562,107,6278,68,0,13339,0,35,-269,24
"19.07.2016 07:00:00",6694,565,162,7073,64,0,14105,0,-44,-274,18
"19.07.2016 08:00:00",6700,565,188,7802,65,0,14625,0,-287,-267,26
"19.07.2016 09:00:00",6689,550,209,8342,153,0,15559,0,72,-277,2
"19.07.2016 10:00:00",6706,549,232,8497,494,0,15920,0,-60,-335,24
"19.07.2016 11:00:00",6700,552,226,8709,450,323,16112,0,-225,-453,15
"19.07.2016 12:00:00",6711,564,211,8801,607,323,16520,0,-5,-546,40
"19.07.2016 13:00:00",6689,582,196,8915,736,0,16472,0,47,-525,21
"19.07.2016 14:00:00",6686,583,209,8967,643,325,16616,0,-88,-534,12
"19.07.2016 15:00:00",6676,585,248,8987,611,326,16706,0,-22,-547,28
"19.07.2016 16:00:00",6691,581,227,9065,854,0,16650,0,-47,-549,18
"19.07.2016 17:00:00",6690,583,180,9115,559,0,16312,0,-98,-563,32
"19.07.2016 18:00:00",6692,584,258,8588,759,0,16227,0,-8,-486,30
"19.07.2016 19:00:00",6688,579,187,7997,746,322,15969,0,-14,-391,44
"19.07.2016 20:00:00",6684,580,163,8286,475,0,15661,0,-40,-330,29
"19.07.2016 21:00:00",6700,581,149,8294,442,380,16064,0,-10,-276,-2
"19.07.2016 22:00:00",6690,567,118,8427,482,687,16432,0,-41,-288,-30
"19.07.2016 23:00:00",6678,565,126,8052,64,312,15135,0,-144,-398,34
"20.07.2016 00:00:00",6708,567,109,8267,368,0,14218,-950,-108,-572,-25
"20.07.2016 01:00:00",6704,572,119,7611,363,0,13716,-947,-20,-571,21
"20.07.2016 02:00:00",6716,568,103,7029,202,0,13088,-949,34,-486,8
"20.07.2016 03:00:00",6716,572,106,6827,246,0,12797,-1175,-15,-355,8
"20.07.2016 04:00:00",6736,573,131,6828,118,0,12719,-1153,-127,-272,10
"20.07.2016 05:00:00",6731,574,124,6730,62,0,12724,-1143,36,-276,22
"20.07.2016 06:00:00",6726,575,97,6135,62,0,13080,0,-110,-274,3
"20.07.2016 07:00:00",6762,573,98,6578,377,0,13930,0,-35,-271,0
"20.07.2016 08:00:00",6756,573,209,7362,197,0,14591,0,-73,-266,1
"20.07.2016 09:00:00",6745,576,236,7972,463,0,15408,0,4,-281,-129
"20.07.2016 10:00:00",6719,568,229,8128,603,326,15863,0,-93,-308,-132
"20.07.2016 11:00:00",6717,576,221,8304,476,325,16016,0,9,-438,-7
"20.07.2016 12:00:00",6710,578,253,8438,618,326,16212,0,-54,-541,50
"20.07.2016 13:00:00",6708,577,212,8427,662,325,16242,0,-10,-551,59
"20.07.2016 14:00:00",6694,582,172,8405,579,647,16458,0,49,-551,39
"20.07.2016 15:00:00",6676,583,147,8408,651,648,16325,0,-113,-571,58
"20.07.2016 16:00:00",6726,584,118,8508,708,323,16336,0,45,-563,39
"20.07.2016 17:00:00",6689,581,124,8571,660,322,16164,0,-104,-575,51
"20.07.2016 18:00:00",6677,583,76,8564,523,324,16020,0,-37,-570,40
"20.07.2016 19:00:00",6712,584,42,8560,706,0,15939,0,7,-556,43
"20.07.2016 20:00:00",6704,581,17,8882,204,0,15562,0,-126,-560,22
"20.07.2016 21:00:00",6720,585,15,8679,457,376,16189,0,66,-537,7
"20.07.2016 22:00:00",6728,584,12,8615,671,849,16735,0,-37,-510,-9
"20.07.2016 23:00:00",6702,560,15,8540,259,0,15456,0,71,-535,-5
"21.07.2016 00:00:00",6736,579,8,8480,240,0,14370,-950,50,-583,-47
"21.07.2016 01:00:00",6734,583,9,7623,426,0,13568,-948,-116,-597,-16
"21.07.2016 02:00:00",6719,577,13,7383,62,0,13215,-945,39,-495,-19
"21.07.2016 03:00:00",6744,566,15,7063,62,0,12898,-1154,66,-326,-11
"21.07.2016 04:00:00",6754,566,13,6755,366,0,12806,-1160,-79,-285,-5
"21.07.2016 05:00:00",6759,563,15,6753,130,0,12662,-1148,-26,-263,1
"21.07.2016 06:00:00",6749,559,14,6203,62,0,13143,0,-52,-270,4
"21.07.2016 07:00:00",6763,571,15,6721,268,0,13881,0,-70,-273,25
"21.07.2016 08:00:00",6747,573,52,7582,99,0,14570,0,-47,-323,41
"21.07.2016 09:00:00",6750,566,106,7960,580,0,15498,0,61,-370,6
"21.07.2016 10:00:00",6771,560,153,8417,406,326,15960,0,11,-530,14
"21.07.2016 11:00:00",6753,575,184,8432,410,324,16003,0,14,-523,0
"21.07.2016 12:00:00",6792,573,208,8437,671,326,16180,0,-139,-555,33
"21.07.2016 13:00:00",6787,577,238,8429,691,324,16402,0,25,-539,34
"21.07.2016 14:00:00",6774,575,175,8344,877,326,16487,0,103,-555,31
"21.07.2016 15:00:00",6751,570,138,8338,870,326,16255,0,-76,-532,39
"21.07.2016 16:00:00",6762,573,161,8351,808,326,16346,0,37,-539,27
"21.07.2016 17:00:00",6794,572,116,8355,812,326,16230,0,-96,-541,53
"21.07.2016 18:00:00",6753,567,79,8400,624,325,16068,0,-4,-550,42
"21.07.2016 19:00:00",6797,571,42,8404,651,326,16107,0,20,-559,20
"21.07.2016 20:00:00",6766,567,57,8745,175,324,15763,0,-172,-562,26
"21.07.2016 21:00:00",6786,569,61,8759,178,527,16299,0,109,-551,41
"21.07.2016 22:00:00",6766,570,53,8814,321,849,16489,0,-238,-514,32
"21.07.2016 23:00:00",6801,563,34,8702,64,0,15286,-8,-196,-540,1
"22.07.2016 00:00:00",6791,558,33,8264,164,0,14107,-949,-6,-589,-29
"22.07.2016 01:00:00",6749,559,95,7614,62,0,13635,-545,-189,-567,-26
"22.07.2016 02:00:00",6739,568,58,7072,465,0,12997,-1175,-97,-509,-18
"22.07.2016 03:00:00",6754,569,60,7156,105,0,12917,-1161,-71,-380,-2
"22.07.2016 04:00:00",6759,568,79,7036,61,0,12855,-1160,-69,-305,-9
"22.07.2016 05:00:00",6794,573,62,7033,59,0,12834,-1149,-122,-303,-1
"22.07.2016 06:00:00",6719,564,112,6373,61,0,13278,-1,-126,-300,-2
"22.07.2016 07:00:00",6749,569,113,6741,193,0,13958,0,-24,-272,24
"22.07.2016 08:00:00",6762,573,147,7716,63,0,14489,0,-361,-280,28
"22.07.2016 09:00:00",6741,576,220,8128,101,0,15427,0,102,-283,8
"22.07.2016 10:00:00",6735,571,287,8216,312,323,15769,0,-173,-353,17
"22.07.2016 11:00:00",6751,571,313,8225,300,327,15833,0,-58,-466,24
"22.07.2016 12:00:00",6753,546,266,8240,622,325,16096,0,13,-535,23
"22.07.2016 13:00:00",6751,544,365,8131,640,323,16149,0,89,-547,12
"22.07.2016 14:00:00",6719,547,361,8177,863,325,16295,0,-21,-529,8
"22.07.2016 15:00:00",6738,545,350,7778,999,326,16139,0,25,-492,26
"22.07.2016 16:00:00",6759,543,311,7722,1088,325,16053,0,-89,-472,13
"22.07.2016 17:00:00",6749,546,231,7754,920,325,15899,0,16,-521,30
"22.07.2016 18:00:00",6736,544,142,7968,843,325,15836,0,-12,-562,0
"22.07.2016 19:00:00",6735,535,93,8139,418,477,15682,0,-10,-567,9
"22.07.2016 20:00:00",6743,541,64,8387,174,151,15211,0,-210,-508,19
"22.07.2016 21:00:00",6750,539,24,8359,317,380,15801,0,52,-448,-6
"22.07.2016 22:00:00",6760,532,26,8468,519,689,16318,0,-11,-450,-66
"22.07.2016 23:00:00",6758,534,44,8416,138,0,15213,0,-62,-509,21
"23.07.2016 00:00:00",6760,533,41,8316,159,0,14083,-943,-60,-587,-19
"23.07.2016 01:00:00",6761,533,31,7278,323,0,13607,-537,-122,-522,-37
"23.07.2016 02:00:00",6771,537,42,7089,58,0,13008,-949,-37,-366,-40
"23.07.2016 03:00:00",6786,539,56,6787,150,0,12740,-1155,-43,-256,-28
"23.07.2016 04:00:00",6801,538,41,6745,124,0,12634,-1156,-100,-246,-20
"23.07.2016 05:00:00",6793,540,37,6727,182,0,12827,-1146,4,-203,-12
"23.07.2016 06:00:00",6786,537,30,6317,422,0,12887,-1016,83,-188,18
"23.07.2016 07:00:00",6762,540,31,6187,59,0,13095,0,-216,-157,3
"23.07.2016 08:00:00",6784,536,69,6264,135,0,13349,0,-111,-159,-41
"23.07.2016 09:00:00",6993,537,114,6635,454,0,14478,0,39,-150,-1
"23.07.2016 10:00:00",7108,530,166,6702,453,325,14954,0,-14,-177,9
"23.07.2016 11:00:00",7154,535,217,6741,638,322,15220,0,-57,-198,8
"23.07.2016 12:00:00",7143,511,231,6746,1146,322,15710,0,-88,-178,21
"23.07.2016 13:00:00",7159,517,244,7038,526,473,15680,0,2,-145,11
"23.07.2016 14:00:00",7198,554,221,7037,445,473,15613,0,-52,-142,21
"23.07.2016 15:00:00",7217,554,256,7038,321,474,15477,0,-119,-142,17
"23.07.2016 16:00:00",7215,547,232,7037,207,324,15387,0,84,-147,34
"23.07.2016 17:00:00",7236,547,202,7031,313,324,15481,0,56,-134,43
"23.07.2016 18:00:00",7267,552,186,7017,671,0,15492,0,34,-139,45
"23.07.2016 19:00:00",7277,479,171,6974,666,0,15290,-1,8,-162,27
"23.07.2016 20:00:00",7296,482,118,7316,214,0,15045,0,-119,-150,39
"23.07.2016 21:00:00",7364,481,55,7418,394,229,15563,0,-66,-154,7
"23.07.2016 22:00:00",7375,479,115,7665,710,225,16107,0,-168,-150,4
"23.07.2016 23:00:00",7413,483,117,7151,178,0,14929,-1,-124,-204,34
"24.07.2016 00:00:00",7422,489,114,6140,230,0,13972,-1,24,-326,-11
"24.07.2016 01:00:00",7413,487,143,5579,270,0,13374,0,-27,-343,-44
"24.07.2016 02:00:00",7417,489,161,5681,470,0,12857,-958,9,-278,-37
"24.07.2016 03:00:00",7415,485,167,5659,362,0,12585,-1163,-49,-184,-11
"24.07.2016 04:00:00",7457,487,175,5543,154,0,12395,-1161,-37,-127,-6
"24.07.2016 05:00:00",7495,491,166,5871,58,0,12543,-1153,-170,-126,3
"24.07.2016 06:00:00",7487,490,109,5718,61,0,12586,-929,-146,-135,36
"24.07.2016 07:00:00",7513,488,94,5700,61,0,12777,-912,62,-140,21
"24.07.2016 08:00:00",7520,491,105,5199,226,0,12923,-1,-288,-144,-63
"24.07.2016 09:00:00",7547,488,189,5480,444,0,13850,0,-12,-149,0
"24.07.2016 10:00:00",7523,489,242,6208,161,0,14365,0,39,-154,-2
"24.07.2016 11:00:00",7515,492,258,6209,258,0,14550,0,83,-147,17
"24.07.2016 12:00:00",7543,491,220,6128,473,324,14831,0,-93,-149,22
"24.07.2016 13:00:00",7524,489,281,6111,582,325,15088,0,29,-146,20
"24.07.2016 14:00:00",7534,489,305,6111,582,324,15075,0,-20,-140,20
"24.07.2016 15:00:00",7557,489,302,6130,488,325,14923,0,-129,-147,35
"24.07.2016 16:00:00",7523,490,286,6089,479,325,15005,0,45,-137,32
"24.07.2016 17:00:00",7554,492,280,6135,555,325,15059,0,-15,-150,13
"24.07.2016 18:00:00",7562,489,228,6228,780,0,14984,0,-44,-140,19
"24.07.2016 19:00:00",7575,489,148,6174,1016,0,15004,0,-97,-136,-29
"24.07.2016 20:00:00",7556,482,145,6504,285,151,14730,0,-81,-154,-13
"24.07.2016 21:00:00",7584,488,73,6502,389,702,15355,0,-42,-159,-32
"24.07.2016 22:00:00",7619,481,59,6818,695,700,15885,0,-77,-195,-74
"24.07.2016 23:00:00",7633,477,41,6627,364,0,14687,0,7,-290,-54
"25.07.2016 00:00:00",7677,485,51,6037,241,0,13912,0,-46,-406,-23
